year,province,district,events,affected_people,affected_households,housing_units,agriculture_rai,deaths
2020,สุราษฎร์ธานี,ชัยบุรี,3,801,267,0,0.0,0
2020,สุราษฎร์ธานี,ดอนสัก,3,2430,807,4,0.0,0
2020,สุราษฎร์ธานี,ท่าฉาง,7,19030,5395,13,0.0,0
2020,สุราษฎร์ธานี,ท่าชนะ,3,4624,1127,22,0.0,0
2020,สุราษฎร์ธานี,บ้านตาขุน,2,0,8,0,0.0,1
2020,สุราษฎร์ธานี,บ้านนาสาร,6,2017,605,274,0.0,0
2020,สุราษฎร์ธานี,บ้านนาเดิม,3,2740,730,0,0.0,0
2020,สุราษฎร์ธานี,พนม,3,7000,410,29,400.0,0
2020,สุราษฎร์ธานี,พระแสง,8,4901,1569,0,0.0,0
2020,สุราษฎร์ธานี,พุนพิน,6,17420,5415,0,66870.0,0
2020,สุราษฎร์ธานี,วิภาวดี,3,9675,5230,0,0.0,0
2020,สุราษฎร์ธานี,เคียนซา,7,2489,746,607,0.0,0
2020,สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,2,11125,2850,300,20000.0,0
2020,สุราษฎร์ธานี,เวียงสระ,6,4451,842,360,10910.0,0
2020,สุราษฎร์ธานี,ไชยา,2,11487,4898,0,0.0,0
2020,สุรินทร์,จอมพระ,1,0,0,0,0.0,0
2020,สุรินทร์,ชุมพลบุรี,3,0,1849,0,12180.0,0
2020,สุรินทร์,ท่าตูม,8,0,422,0,3128.0,0
2020,สุรินทร์,ปราสาท,5,2178,829,0,13749.0,0
2020,สุรินทร์,พนมดงรัก,5,7,834,0,4951.0,0
2020,สุรินทร์,ลำดวน,1,2112,52,3,226.0,0
2020,สุรินทร์,ศรีณรงค์,1,0,507,0,4348.0,0
2020,สุรินทร์,ศีขรภูมิ,2,190,1325,0,6624.0,0
2020,สุรินทร์,สังขะ,14,1437,3494,304,16511.0,0
2020,สุรินทร์,สำโรงทาบ,2,0,118,0,3580.0,0
2020,สุรินทร์,เมืองสุรินทร์,2,0,550,0,0.0,0
2020,สุโขทัย,กงไกรลาศ,5,271,93,0,1347.0,0
2020,สุโขทัย,คีรีมาศ,2,100,0,0,1400.0,0
2020,สุโขทัย,ศรีนคร,1,60,15,0,110.0,0
2020,สุโขทัย,ศรีสัชนาลัย,4,0,823,0,1608.0,0
2020,สุโขทัย,ศรีสำโรง,5,2265,1187,0,33004.0,0
2020,สุโขทัย,สวรรคโลก,7,21905,6874,9,14609.0,1
2020,สุโขทัย,เมืองสุโขทัย,4,5158,2289,86,14085.0,0
2020,หนองบัวลำภู,นากลาง,2,118,2058,0,10844.0,1
2020,หนองบัวลำภู,นาวัง,2,2718,906,0,3927.0,0
2020,หนองบัวลำภู,สุวรรณคูหา,3,952,2951,0,15472.0,0
2020,หนองบัวลำภู,เมืองหนองบัวลำภู,2,0,318,0,2696.0,0
2020,อุดรธานี,นายูง,2,3200,1487,0,1310.0,0
2020,อุดรธานี,น้ำโสม,2,420,140,0,4000.0,0
2020,อุดรธานี,บ้านผือ,1,10,10,0,5.0,1
2020,อุดรธานี,หนองแสง,1,80,24,0,151.0,0
2020,อุดรธานี,เพ็ญ,1,22,7,3,10.0,0
2020,อุตรดิตถ์,ตรอน,1,11,3,0,0.0,0
2020,อุตรดิตถ์,ทองแสนขัน,1,30,30,0,110.0,0
2020,อุตรดิตถ์,ท่าปลา,8,8280,2269,1137,1578.0,1
2020,อุตรดิตถ์,น้ำปาด,2,1608,765,220,3301.0,0
2020,อุตรดิตถ์,บ้านโคก,5,666,443,18,1140.0,0
2020,อุตรดิตถ์,พิชัย,1,298,298,0,3365.0,0
2020,อุตรดิตถ์,ฟากท่า,4,1093,426,123,1169.0,1
2020,อุตรดิตถ์,ลับแล,2,96,48,20,48.0,0
2020,อุตรดิตถ์,เมืองอุตรดิตถ์,10,3143,737,365,1589.0,0
2020,อุทัยธานี,บ้านไร่,3,904,696,0,4059.0,0
2020,อุทัยธานี,ลานสัก,1,1885,1020,0,14932.0,0
2020,อุทัยธานี,สว่างอารมณ์,4,1900,1110,180,30332.0,0
2020,อุทัยธานี,ห้วยคต,3,1012,312,0,6226.0,0
2020,อุทัยธานี,เมืองอุทัยธานี,1,350,174,55,2160.0,0
2020,อุบลราชธานี,ตระการพืชผล,1,0,0,0,0.0,0
2020,อุบลราชธานี,นาเยีย,1,600,450,0,890.0,0
2020,อุบลราชธานี,พิบูลมังสาหาร,1,0,0,0,0.0,0
2020,อุบลราชธานี,วารินชำราบ,1,0,87,62,9715.0,0
2020,อุบลราชธานี,สว่างวีระวงศ์,1,96,96,0,656.0,0
2020,อุบลราชธานี,สิรินธร,1,0,0,0,0.0,0
2020,อุบลราชธานี,เดชอุดม,4,0,0,0,0.0,0
2020,อุบลราชธานี,เมืองอุบลราชธานี,2,40,11,11,0.0,0
2020,อุบลราชธานี,โขงเจียม,2,0,0,0,0.0,0
2020,เชียงราย,ดอยหลวง,1,0,0,0,0.0,0
2020,เชียงราย,พาน,2,0,52,40,20.0,0
2020,เชียงราย,เชียงของ,1,350,150,0,0.0,0
2020,เชียงราย,เมืองเชียงราย,2,485,330,16,160.0,0
2020,เชียงราย,เวียงป่าเป้า,1,0,0,0,0.0,0
2020,เชียงราย,แม่ลาว,1,0,0,0,0.0,0
2020,เชียงราย,แม่สาย,1,10,0,0,61.0,0
2020,เชียงใหม่,กัลยาณิวัฒนา,5,18825,7184,0,170.0,0
2020,เชียงใหม่,จอมทอง,5,31915,10424,0,23.0,0
2020,เชียงใหม่,ดอยสะเก็ด,5,4133,1434,832,1841.0,0
2020,เชียงใหม่,ดอยหล่อ,1,4476,1990,0,0.0,0
2020,เชียงใหม่,ดอยเต่า,3,30267,11658,0,0.0,0
2020,เชียงใหม่,ฝาง,10,21632,7235,46,1327.0,0
2020,เชียงใหม่,พร้าว,7,2879,1070,20,883.0,0
2020,เชียงใหม่,สะเมิง,8,19970,7099,0,60.0,0
2020,เชียงใหม่,สันทราย,7,13527,7334,170,2288.0,0
2020,เชียงใหม่,สันป่าตอง,5,1704,690,178,600.0,0
2020,เชียงใหม่,หางดง,3,2569,926,915,153.0,0
2020,เชียงใหม่,อมก๋อย,14,67965,23170,0,972.0,0
2020,เชียงใหม่,ฮอด,2,3300,975,0,0.0,0
2020,เชียงใหม่,เชียงดาว,8,31294,11094,2,137.0,0
2020,เชียงใหม่,เมืองเชียงใหม่,2,8750,5270,40,0.0,0
2020,เชียงใหม่,เวียงแหง,2,36,12,0,28.0,0
2020,เชียงใหม่,แม่ริม,6,8455,2422,2,0.0,0
2020,เชียงใหม่,แม่วาง,2,12887,3370,0,2.0,0
2020,เชียงใหม่,แม่ออน,2,4564,1714,12,2100.0,0
2020,เชียงใหม่,แม่อาย,8,26176,9218,0,506.0,0
2020,เชียงใหม่,แม่แจ่ม,13,58943,17590,18,280.0,0
2020,เชียงใหม่,แม่แตง,5,5144,1904,20,25.0,0
2020,เชียงใหม่,ไชยปราการ,2,40240,12960,0,0.0,0
2020,เพชรบุรี,ท่ายาง,5,370,116,0,8925.0,0
2020,เพชรบุรี,บ้านแหลม,1,0,0,0,0.0,0
2020,เพชรบุรี,หนองหญ้าปล้อง,1,0,0,0,0.0,0
2020,เพชรบุรี,เมืองเพชรบุรี,3,404,249,0,1560.0,0
2020,เพชรบุรี,แก่งกระจาน,4,1019,306,0,448.0,0
2020,เพชรบูรณ์,ชนแดน,1,0,0,0,0.0,0
2020,เพชรบูรณ์,น้ำหนาว,1,450,150,1,1023.0,0
2020,เพชรบูรณ์,บึงสามพัน,1,564,188,1,25.0,0
2020,เพชรบูรณ์,วิเชียรบุรี,2,0,0,0,2200.0,0
2020,เพชรบูรณ์,ศรีเทพ,1,678,124,93,15384.0,0
2020,เพชรบูรณ์,หนองไผ่,1,150,50,50,20.0,0
2020,เพชรบูรณ์,หล่มสัก,2,0,0,0,0.0,0
2020,เพชรบูรณ์,เขาค้อ,1,0,0,0,0.0,0
2020,เลย,ด่านซ้าย,3,178,126,25,0.0,0
2020,เลย,ท่าลี่,2,0,0,0,0.0,0
2020,เลย,นาแห้ว,1,30,10,10,0.0,0
2020,เลย,ปากชม,3,300,100,0,65.0,0
2020,เลย,ภูกระดึง,1,0,0,0,0.0,0
2020,เลย,ภูหลวง,1,20,5,0,110.0,0
2020,เลย,เชียงคาน,3,300,100,0,300.0,0
2020,เลย,เมืองเลย,2,1650,550,0,900.0,0
2020,แพร่,ร้องกวาง,8,2104,939,401,480.0,0
2020,แพร่,ลอง,9,7448,3195,912,5816.0,0
2020,แพร่,วังชิ้น,5,35,1149,805,3108.0,0
2020,แพร่,สอง,5,1435,131,0,6712.0,0
2020,แพร่,สูงเม่น,13,8194,3975,2606,979.0,0
2020,แพร่,หนองม่วงไข่,4,4250,2334,264,510.0,0
2020,แพร่,เด่นชัย,7,5794,2118,1181,3287.0,0
2020,แพร่,เมืองแพร่,9,6301,2626,826,2068.0,0
2020,แม่ฮ่องสอน,ขุนยวม,4,4868,3010,36,289.0,0
2020,แม่ฮ่องสอน,ปางมะผ้า,3,6644,1662,2,595.0,0
2020,แม่ฮ่องสอน,ปาย,3,52086,20807,0,0.0,0
2020,แม่ฮ่องสอน,สบเมย,6,56322,24650,9,2053.0,0
2020,แม่ฮ่องสอน,เมืองแม่ฮ่องสอน,7,72385,26103,38,1733.0,0
2020,แม่ฮ่องสอน,แม่ลาน้อย,6,112868,36292,3,1166.0,0
2020,แม่ฮ่องสอน,แม่สะเรียง,3,19117,6616,47,638.0,0
2021,กระบี่,คลองท่อม,3,0,1470,1,0.0,0
2021,กระบี่,ปลายพระยา,1,1642,410,0,0.0,0
2021,กระบี่,ลำทับ,6,478,436,19,4.0,0
2021,กระบี่,อ่าวลึก,3,666,160,153,0.0,0
2021,กระบี่,เขาพนม,2,841,235,30,0.0,0
2021,กระบี่,เมืองกระบี่,4,248,250,57,213.0,0
2021,กรุงเทพมหานคร,คลองเตย,1,0,0,0,0.0,0
2021,กรุงเทพมหานคร,ดุสิต,1,0,0,0,0.0,0
2021,กรุงเทพมหานคร,ธนบุรี,1,0,0,0,0.0,0
2021,กรุงเทพมหานคร,บางคอแหลม,1,0,0,0,0.0,0
2021,กรุงเทพมหานคร,บางซื่อ,3,0,0,0,0.0,0
2021,กรุงเทพมหานคร,บางพลัด,1,0,0,0,0.0,0
2021,กรุงเทพมหานคร,พระนคร,1,0,0,0,0.0,0
2021,กรุงเทพมหานคร,ยานนาวา,2,0,0,0,0.0,0
2021,กรุงเทพมหานคร,สัมพันธวงศ์,4,0,0,0,0.0,0
2021,กาญจนบุรี,ด่านมะขามเตี้ย,3,40,0,0,150.0,0
2021,กาญจนบุรี,ทองผาภูมิ,4,240,80,0,0.0,0
2021,กาญจนบุรี,ท่ามะกา,7,550,195,40,1138.0,0
2021,กาญจนบุรี,ท่าม่วง,7,534,187,52,1333.0,0
2021,กาญจนบุรี,บ่อพลอย,10,9819,3410,67,10232.0,0
2021,กาญจนบุรี,พนมทวน,6,330,207,0,2319.0,0
2021,กาญจนบุรี,ศรีสวัสดิ์,2,2558,651,0,210.0,0
2021,กาญจนบุรี,หนองปรือ,5,11783,2534,0,1612.0,0
2021,กาญจนบุรี,ห้วยกระเจา,3,1869,690,408,6680.0,1
2021,กาญจนบุรี,เมืองกาญจนบุรี,5,1175,532,7,1142.0,0
2021,กาญจนบุรี,เลาขวัญ,8,10331,7031,3366,70229.0,0
2021,กาญจนบุรี,ไทรโยค,3,188,72,1,251.0,0
2021,กาฬสินธุ์,กมลาไสย,8,1540,1502,2,13299.0,0
2021,กาฬสินธุ์,กุฉินารายณ์,1,0,0,0,0.0,0
2021,กาฬสินธุ์,คำม่วง,1,2000,700,0,0.0,0
2021,กาฬสินธุ์,ฆ้องชัย,2,7503,2154,21,3189.0,0
2021,กาฬสินธุ์,ดอนจาน,2,3972,1193,0,0.0,0
2021,กาฬสินธุ์,ท่าคันโท,1,2500,1000,0,0.0,0
2021,กาฬสินธุ์,นาคู,3,142,142,0,726.0,0
2021,กาฬสินธุ์,ร่องคำ,3,1210,1210,0,8563.0,0
2021,กาฬสินธุ์,สมเด็จ,2,0,0,0,0.0,0
2021,กาฬสินธุ์,สามชัย,1,603,241,0,0.0,0
2021,กาฬสินธุ์,หนองกุงศรี,2,2775,1011,0,0.0,0
2021,กาฬสินธุ์,เขาวง,1,0,0,0,20.0,0
2021,กาฬสินธุ์,เมืองกาฬสินธุ์,2,200,50,0,0.0,0
2021,กำแพงเพชร,ขาณุวรลักษบุรี,11,2731,1120,7,16114.0,0
2021,กำแพงเพชร,คลองขลุง,5,4320,1876,1712,23200.0,0
2021,กำแพงเพชร,คลองลาน,5,5349,2273,1,5294.0,0
2021,กำแพงเพชร,ทรายทองวัฒนา,1,35,10,0,600.0,0
2021,กำแพงเพชร,บึงสามัคคี,1,19,19,0,139.0,0
2021,กำแพงเพชร,ปางศิลาทอง,2,1317,600,53,36250.0,0
2021,กำแพงเพชร,พรานกระต่าย,5,10784,5088,598,36732.0,0
2021,กำแพงเพชร,ลานกระบือ,5,389,158,18,1650.0,0
2021,กำแพงเพชร,เมืองกำแพงเพชร,15,10265,2878,86,19784.0,0
2021,กำแพงเพชร,โกสัมพีนคร,10,3199,1099,9,4395.0,0
2021,กำแพงเพชร,ไทรงาม,2,85,40,0,457.0,0
2021,ขอนแก่น,ชนบท,1,7326,2295,2244,38949.0,2
2021,ขอนแก่น,ชุมแพ,2,1067,676,359,30283.0,0
2021,ขอนแก่น,น้ำพอง,1,0,4904,0,46009.0,0
2021,ขอนแก่น,บ้านแฮด,1,6119,1951,926,26003.0,1
2021,ขอนแก่น,บ้านไผ่,2,3200,2295,386,16512.0,0
2021,ขอนแก่น,พระยืน,1,1205,396,0,0.0,1
2021,ขอนแก่น,ภูผาม่าน,1,803,273,273,6190.0,1
2021,ขอนแก่น,ภูเวียง,1,2438,1375,0,8290.0,0
2021,ขอนแก่น,มัญจาคีรี,1,0,0,0,21474.0,1
2021,ขอนแก่น,สีชมพู,1,135,45,0,154.0,0
2021,ขอนแก่น,หนองนาคำ,1,0,560,0,3509.0,0
2021,ขอนแก่น,หนองสองห้อง,1,0,0,0,0.0,0
2021,ขอนแก่น,หนองเรือ,1,21749,3953,46,22807.0,0
2021,ขอนแก่น,อุบลรัตน์,1,0,118,0,43.0,0
2021,ขอนแก่น,เขาสวนกวาง,1,44,11,0,23.0,0
2021,ขอนแก่น,เมืองขอนแก่น,1,16500,7473,1473,30732.0,6
2021,ขอนแก่น,เวียงเก่า,1,0,0,0,0.0,0
2021,ขอนแก่น,แวงน้อย,2,736,368,0,6408.0,0
2021,ขอนแก่น,แวงใหญ่,1,0,0,209,12000.0,1
2021,ขอนแก่น,โคกโพธิ์ไชย,1,7120,5528,1814,76953.0,1
2021,ขอนแก่น,โนนศิลา,1,21025,6268,3,0.0,0
2021,จันทบุรี,ขลุง,4,1317,474,21,2740.0,0
2021,จันทบุรี,ท่าใหม่,12,969,416,92,860.0,0
2021,จันทบุรี,นายายอาม,6,1362,686,199,1116.0,0
2021,จันทบุรี,มะขาม,6,356,119,8,40.0,0
2021,จันทบุรี,สอยดาว,1,0,19,19,0.0,0
2021,จันทบุรี,เขาคิชฌกูฏ,9,2380,580,29,1463.0,0
2021,จันทบุรี,เมืองจันทบุรี,9,40543,9128,389,650.0,1
2021,จันทบุรี,แก่งหางแมว,6,91,44,18,207.0,0
